sample_id,start_time,end_time,slope_ppm_per_sec,r2,adj_r2,p_value,Habitat,Bracken,Headspace height (cm),Headspace volume (m3),Chamber volume (m3),Tube internal diameter  (m),Tube length (m),Tube volume (m3),White plastic fitting internal volume (m3),Los Gatos internal volume (ml),V (m3),V (L),p (atm),A (m2),R (L atm mol-1 K-1),T (K),CO2 flux (micromol CO2 per s per m2)
36-178-GG,2025-09-29T18:06:25Z,2025-09-29T18:08:05Z,0.2471605007117975,0.995613916929719,0.9955704903646667,6.676078227384326e-121,Grassland,Absent,6.75,5.51562e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001588606,1.58860598,1,0.008171282,0.082058,288,2.033254046070897
2-138-HB,2025-09-29T18:10:05Z,2025-09-29T18:11:40Z,0.2540998162107958,0.9960188785403103,0.9959774085251053,5.137863008229887e-117,Heathland,Present,5,4.08564e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001445609,1.445608536,1,0.008171282,0.082058,288,1.9021792537516162
5-139-HH,2025-09-29T18:13:05Z,2025-09-29T18:14:40Z,0.12882272883274204,0.9900253047073229,0.9899203079147684,7.274446361804879e-97,Heathland,Absent,3.75,3.06423e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001343468,1.343467505,1,0.008171282,0.082058,288,0.8962229207991407
18-167-GB,2025-09-29T18:16:05Z,2025-09-29T18:17:42Z,0.367820421413747,0.9978025303121743,0.9977798759854957,9.798582454661953e-131,Grassland,Present,2.25,1.83854e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001220898,1.220898268,1,0.008171282,0.082058,288,2.325475139592897
43-180-GG,2025-09-29T18:19:25Z,2025-09-29T18:21:02Z,0.5178344258850294,0.9990263570482079,0.9990163194920039,6.99888375743199e-148,Grassland,Absent,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,3.547807516115368
29-148-HB,2025-09-29T18:23:05Z,2025-09-29T18:24:40Z,0.27930963430629974,0.9957936586398266,0.9957493813623511,1.1176253514325698e-114,Heathland,Present,3.25,2.65567e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001302611,1.302611093,1,0.008171282,0.082058,288,1.884070173235631
19-147-HH,2025-09-29T18:26:05Z,2025-09-29T18:27:40Z,0.15063920152155172,0.9873230633782486,0.9871896219401249,6.424338957907762e-92,Heathland,Absent,2.25,1.83854e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001220898,1.220898268,1,0.008171282,0.082058,288,0.952387898529553
38-156-GB,2025-09-29T18:29:25Z,2025-09-29T18:31:00Z,0.1833488431692238,0.9925533485917821,0.9924749627874851,6.786932567803482e-103,Grassland,Present,6.25,5.10705e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00154775,1.547749567,1,0.008171282,0.082058,288,1.4695191540247299
59-172-GG,2025-09-29T18:32:25Z,2025-09-29T18:34:00Z,0.43780753402203604,0.9985774983604382,0.9985625246589691,4.811106566332028e-137,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,2.860582918040893
9-134-HB,2025-09-29T18:35:25Z,2025-09-29T18:37:00Z,0.2898460976416919,0.9972103021446771,0.9971812427920175,1.9815808928864294e-124,Heathland,Present,4.5,3.67708e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001404752,1.404752124,1,0.008171282,0.082058,288,2.1084511372882577
7-136-HH,2025-09-29T18:38:32Z,2025-09-29T18:40:00Z,0.11284112676353714,0.9812974155562265,0.9810848861875473,7.873071226279295e-78,Heathland,Absent,4.75,3.88136e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00142518,1.42518033,1,0.008171282,0.082058,288,0.8327863911418176
15-154-GB,2025-09-29T18:44:18Z,2025-09-29T18:47:37Z,0.22362536753735235,0.998309560539885,0.9983011920277062,5.984839147108595e-282,Grassland,Present,4,3.26851e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001363896,1.363895711,1,0.008171282,0.082058,288,1.5794235774740604
35-182-GG,2025-09-29T18:49:25Z,2025-09-29T18:51:00Z,0.46876466334964784,0.999011145494792,0.9990007365000003,1.5168220590248533e-144,Grassland,Absent,5,4.08564e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001445609,1.445608536,1,0.008171282,0.082058,288,3.509150186774817
1-137-HB,2025-09-29T18:52:25Z,2025-09-29T18:54:00Z,0.16259889080863918,0.9938611094961756,0.9937971627200941,5.486531248242465e-108,Heathland,Present,4,3.26851e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001363896,1.363895711,1,0.008171282,0.082058,288,1.148405141341576
6-125-HH,2025-09-29T18:55:25Z,2025-09-29T18:57:00Z,0.12098443705528264,0.9902965254079774,0.9901943835701666,1.963606137140333e-97,Heathland,Absent,6,4.90277e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001527321,1.527321361,1,0.008171282,0.082058,288,0.9568774491875026
26-159-GB,2025-09-29T18:58:44Z,2025-09-29T19:01:10Z,0.24517545024295564,0.9983523363939492,0.9983412035317462,7.323210768025471e-208,Grassland,Present,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,1.6797556548162946
34-163-GG,2025-09-29T19:02:35Z,2025-09-29T19:04:10Z,0.3213692844800425,0.9968908395311502,0.996858111526215,6.503492661568805e-121,Grassland,Absent,5.25,4.28992e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001466037,1.466036742,1,0.008171282,0.082058,288,2.4397515715554308
55-124-HB,2025-09-29T19:05:35Z,2025-09-29T19:12:25Z,0.07642240447646537,0.9716807777450397,0.9716130284095015,0,Heathland,Present,3,2.45138e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001282183,1.282182886,1,0.008171282,0.082058,288,0.507419390586576
51-132-HH,2025-09-29T19:14:15Z,2025-09-29T19:15:50Z,0.16405287248678802,0.993610391994054,0.9935438335773253,3.747997408594318e-107,Heathland,Absent,4.25,3.4728e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001384324,1.384323917,1,0.008171282,0.082058,288,1.1760287722761282
28-176-GB,2025-09-29T19:17:25Z,2025-09-29T19:19:00Z,0.42879830775160144,0.998980911169138,0.9989701839182868,6.341970567818794e-144,Grassland,Present,4.5,3.67708e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001404752,1.404752124,1,0.008171282,0.082058,288,3.119242546310885
58-162-GG,2025-09-29T19:20:25Z,2025-09-29T19:22:07Z,0.4492427012828616,0.9990751484739357,0.999066169332906,4.4399016271631865e-158,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,2.9352989555442854
47-145-HB,2025-09-29T19:23:35Z,2025-09-29T19:25:05Z,0.23049167277943353,0.9905098899620984,0.9904044442950106,7.995469997100084e-93,Heathland,Present,5.5,4.49421e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001486465,1.486464949,1,0.008171282,0.082058,288,1.7742152120047618
44-153-HH,2025-09-29T19:26:35Z,2025-09-29T19:28:36Z,0.37030747433754896,0.978176222069145,0.9779973386434823,3.445954304018889e-103,Heathland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,2.4195454696299077
60-168-GB,2025-09-29T19:30:07Z,2025-09-29T19:33:00Z,0.2516478453043385,0.9979038120349621,0.997891833818019,2.5432886692850814e-236,Grassland,Present,2.5,2.04282e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001241326,1.241326474,1,0.008171282,0.082058,288,1.6176166921258617
37-181-GG,2025-09-29T19:34:35Z,2025-09-29T19:36:47Z,0.4506877255054122,0.9970971150506356,0.9970752888480088,1.312209223196781e-170,Grassland,Absent,1.5,1.22569e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001159614,1.159613649,1,0.008171282,0.082058,288,2.7063591808088003
57-152-HB,2025-09-29T19:38:27Z,2025-09-29T19:40:16Z,0.06223827796620985,0.914826613828102,0.9140452066155158,4.0064626703979416e-60,Heathland,Present,6,4.90277e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001527321,1.527321361,1,0.008171282,0.082058,288,0.49224847518955545
3-135-HH,2025-09-29T19:41:55Z,2025-09-29T19:45:00Z,0.10192445170577506,0.9874017293498866,0.9873343589186026,1.4035721353380205e-179,Heathland,Absent,5.25,4.28992e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001466037,1.466036742,1,0.008171282,0.082058,288,0.7737837846931296
40-158-GB,2025-09-29T19:46:30Z,2025-09-29T19:49:02Z,0.4507032944375632,0.9988717155237468,0.9988643890011737,6.981518118561678e-229,Grassland,Present,1.5,1.22569e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001159614,1.159613649,1,0.008171282,0.082058,288,2.7064526715343686
22-165-GG,2025-09-29T19:50:26Z,2025-09-29T19:52:06Z,0.6929393278026074,0.9995597511898879,0.9995553487017869,1.2185900571291213e-169,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,4.527584041646729
52-151-HB,2025-09-29T19:53:30Z,2025-09-29T19:55:00Z,0.2673614206508926,0.9974665479113736,0.9974383984437222,1.2337370263343974e-118,Heathland,Present,4.75,3.88136e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00142518,1.42518033,1,0.008171282,0.082058,288,1.9731720075871644
11-142-HH,2025-09-29T19:56:25Z,2025-09-29T19:58:00Z,0.18631404005457705,0.9950172022850703,0.9949647517828079,3.491221280220054e-111,Heathland,Absent,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,1.2764820541502702
20-177-GB,2025-09-29T19:59:25Z,2025-09-29T20:01:00Z,0.19800850614824717,0.9960741856341034,0.9960332917344586,2.625056524093435e-117,Grassland,Present,3.75,3.06423e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001343468,1.343467505,1,0.008171282,0.082058,288,1.377550090199245
