sample_id,start_time,end_time,slope_ppm_per_sec,r2,adj_r2,p_value,Habitat,Bracken,Headspace height (cm),Headspace volume (m3),Chamber volume (m3),Tube internal diameter  (m),Tube length (m),Tube volume (m3),White plastic fitting internal volume (m3),Los Gatos internal volume (ml),V (m3),V (L),p (atm),A (m2),R (L atm mol-1 K-1),T (K),CO2 flux (micromol CO2 per s per m2)
32-123-HB,2025-10-01T13:40:05Z,2025-10-01T13:41:40Z,0.037818084759952124,0.6721121652938213,0.6686607144021773,9.8403017057283525e-25,Heathland,Present,6,4.90277e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001527321,1.527321361,1,0.008171282,0.082058,288,0.2991068385243991
16-128-HH,2025-10-01T13:36:55Z,2025-10-01T13:38:30Z,0.024471880994283428,0.45314102515667964,0.447384614895171,4.242769059582908e-14,Heathland,Absent,4.75,3.88136e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00142518,1.42518033,1,0.008171282,0.082058,288,0.1806065752993417
54-164-GB,2025-10-01T13:32:20Z,2025-10-01T13:35:15Z,0.22485094680497322,0.9879407165596745,0.9878725850148139,9.481956853942358e-172,Grassland,Present,3,2.45138e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001282183,1.282182886,1,0.008171282,0.082058,288,1.492935627741598
50-160-GG,2025-10-01T13:28:49Z,2025-10-01T13:30:24Z,0.28511074521428365,0.9897687041763529,0.9896610063255776,2.4312395943294975e-96,Grassland,Absent,4.25,3.4728e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001384324,1.384323917,1,0.008171282,0.082058,288,2.0438437594811956
53-149-HB,2025-10-01T12:02:45Z,2025-10-01T12:04:20Z,0.160721116292685,0.9787619491327783,0.9785407194362447,4.128025412164551e-82,Heathland,Present,4.5,3.67708e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001404752,1.404752124,1,0.008171282,0.082058,288,1.1691467409454819
23-146-HH,2025-10-01T11:59:05Z,2025-10-01T12:00:40Z,0.0775248354420883,0.9339079176252447,0.9332122114949841,7.648306174353084e-58,Heathland,Absent,8,6.53703e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001690747,1.690747011,1,0.008171282,0.082058,288,0.6787594157700795
45-161-GB,2025-10-01T11:56:05Z,2025-10-01T11:57:00Z,0.13644744640641435,0.925658202144442,0.924281502184154,3.742650237490383e-32,Grassland,Present,4.25,3.4728e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001384324,1.384323917,1,0.008171282,0.082058,288,0.9781366241573819
36-178-GG,2025-10-01T11:52:45Z,2025-10-01T11:54:20Z,0.34244491562192964,0.9821546231415326,0.9819667770693382,7.298540717899954e-85,Grassland,Absent,6.75,5.51562e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001588606,1.58860598,1,0.008171282,0.082058,288,2.8171067312110387
2-138-HB,2025-10-01T11:49:12Z,2025-10-01T11:50:47Z,0.15688803375699176,0.9836189506454286,0.9834465185469594,1.2493354607964243e-86,Heathland,Present,5,4.08564e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001445609,1.445608536,1,0.008171282,0.082058,288,1.1744564298577158
5-139-HH,2025-10-01T11:45:10Z,2025-10-01T11:46:45Z,0.08882183890582472,0.9298569904688881,0.9291263341196058,3.407083156440492e-57,Heathland,Absent,3.75,3.06423e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001343468,1.343467505,1,0.008171282,0.082058,288,0.6179357370878523
18-167-GB,2025-10-01T11:41:45Z,2025-10-01T11:43:30Z,0.2793012681334483,0.9914078669621472,0.9913260371236915,2.706775082720332e-110,Grassland,Present,2.25,1.83854e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001220898,1.220898268,1,0.008171282,0.082058,288,1.7658295126862933
43-180-GG,2025-10-01T11:38:25Z,2025-10-01T11:40:00Z,0.431767611413803,0.9932084973931273,0.9931370078920023,8.546011711043387e-105,Grassland,Absent,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,2.9581431832598346
29-148-HB,2025-10-01T11:34:40Z,2025-10-01T11:36:15Z,0.2982833886402693,0.9884963697390227,0.9883752788941703,6.368750180272504e-94,Heathland,Present,3.25,2.65567e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001302611,1.302611093,1,0.008171282,0.082058,288,2.0120567523728554
19-147-HH,2025-10-01T11:30:25Z,2025-10-01T11:32:00Z,0.19940251965199646,0.9924878345702906,0.9924095828470644,8.871646568333827e-104,Heathland,Absent,2.25,1.83854e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001220898,1.220898268,1,0.008171282,0.082058,288,1.2606847668778494
38-156-GB,2025-10-01T11:14:45Z,2025-10-01T11:28:55Z,0.08954520661230367,0.970037628958057,0.9700031100974096,0,Grassland,Present,6.25,5.10705e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00154775,1.547749567,1,0.008171282,0.082058,288,0.7176941724493521
59-172-GG,2025-10-01T11:11:31Z,2025-10-01T11:13:06Z,0.39962211620255544,0.9933198679680546,0.993249550788771,3.896282472442037e-105,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,2.6110838906277136
9-134-HB,2025-10-01T11:08:25Z,2025-10-01T11:10:10Z,0.2570992946827877,0.987597828413726,0.9874808267949876,7.01943737654995e-103,Heathland,Present,4.5,3.67708e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001404752,1.404752124,1,0.008171282,0.082058,288,1.8702383943773297
7-136-HH,2025-10-01T11:05:15Z,2025-10-01T11:06:50Z,0.11489921815086086,0.9505249563299176,0.9500041663965484,8.054985163066169e-64,Heathland,Absent,4.75,3.88136e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00142518,1.42518033,1,0.008171282,0.082058,288,0.8479754498498278
15-154-GB,2025-10-01T11:01:57Z,2025-10-01T11:03:32Z,0.2034597516856842,0.9821310708486343,0.9819429768575673,7.770505637508816e-85,Grassland,Present,4,3.26851e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001363896,1.363895711,1,0.008171282,0.082058,288,1.4369976555799828
35-182-GG,2025-10-01T10:58:47Z,2025-10-01T11:00:22Z,0.3442045253675942,0.9951365160436985,0.9950853214757374,1.1040223073224437e-111,Grassland,Absent,5,4.08564e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001445609,1.445608536,1,0.008171282,0.082058,288,2.5766988617516446
1-137-HB,2025-10-01T10:55:25Z,2025-10-01T10:57:00Z,0.12714485106690052,0.9708034744113281,0.9704961425630263,1.0506689824803855e-74,Heathland,Present,4,3.26851e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001363896,1.363895711,1,0.008171282,0.082058,288,0.8979999797918642
6-125-HH,2025-10-01T10:52:05Z,2025-10-01T10:53:40Z,0.09669290736168172,0.941170856160659,0.9405516020149817,3.023199628948314e-60,Heathland,Absent,6,4.90277e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001527321,1.527321361,1,0.008171282,0.082058,288,0.7647534245127074
26-159-GB,2025-10-01T10:48:55Z,2025-10-01T10:50:30Z,0.22517382683194842,0.988427017642077,0.9883051967751515,8.473484032252504e-94,Grassland,Present,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,1.5427197485016464
34-163-GG,2025-10-01T10:45:47Z,2025-10-01T10:47:20Z,0.2631788644110049,0.9910206027001832,0.9909240500410454,5.551912639991296e-97,Grassland,Absent,5.25,4.28992e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001466037,1.466036742,1,0.008171282,0.082058,288,1.9979851188510136
55-124-HB,2025-10-01T10:39:40Z,2025-10-01T10:43:08Z,0.06865258014750329,0.9497308534469581,0.9494926110462327,5.466201792921822e-139,Heathland,Present,3,2.45138e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001282183,1.282182886,1,0.008171282,0.082058,288,0.45583033691867136
51-132-HH,2025-10-01T10:36:15Z,2025-10-01T10:37:55Z,0.1458357430361995,0.9650996821143059,0.964750678935449,1.1217176497233417e-74,Heathland,Absent,4.25,3.4728e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001384324,1.384323917,1,0.008171282,0.082058,288,1.045437530212407
28-176-GB,2025-10-01T10:32:55Z,2025-10-01T10:34:30Z,0.33786852775659615,0.9924596357436366,0.9923802634883064,1.2293638873175695e-102,Grassland,Present,4.5,3.67708e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001404752,1.404752124,1,0.008171282,0.082058,288,2.457784622247868
58-162-GG,2025-10-01T10:29:15Z,2025-10-01T10:31:10Z,0.34957189754560947,0.9949547266189827,0.9949112328829394,4.3367820125033267e-135,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,2.284061650468948
47-145-HB,2025-10-01T10:25:50Z,2025-10-01T10:27:25Z,0.18706811980071525,0.9762898850653889,0.9760403049081825,5.325815897797922e-79,Heathland,Present,5.5,4.49421e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001486465,1.486464949,1,0.008171282,0.082058,288,1.4399613653251822
44-153-HH,2025-10-01T10:22:35Z,2025-10-01T10:24:10Z,0.21167899601611576,0.9802848602397408,0.9800794942005715,1.1595822179076787e-83,Heathland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,1.3830856553539101
60-168-GB,2025-10-01T10:19:25Z,2025-10-01T10:21:00Z,0.3199780934507923,0.9941379983563988,0.9940762930759398,7.859005995311635e-108,Grassland,Present,2.5,2.04282e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001241326,1.241326474,1,0.008171282,0.082058,288,2.056850136962754
37-181-GG,2025-10-01T10:16:15Z,2025-10-01T10:17:50Z,0.35841974263684734,0.9941340212172416,0.9940729172715879,6.183983063890101e-109,Grassland,Absent,1.5,1.22569e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001159614,1.159613649,1,0.008171282,0.082058,288,2.152294163282489
57-152-HB,2025-10-01T10:12:12Z,2025-10-01T10:13:47Z,0.06374574387970758,0.9083344360281087,0.9073695353547204,4.3366764876736736e-51,Heathland,Present,6,4.90277e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001527321,1.527321361,1,0.008171282,0.082058,288,0.5041711668443978
3-135-HH,2025-10-01T10:08:11Z,2025-10-01T10:09:30Z,0.14773955647201847,0.9746135405666494,0.9742921929788855,8.689219799324425e-65,Heathland,Absent,5.25,4.28992e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001466037,1.466036742,1,0.008171282,0.082058,288,1.121600079692413
40-158-GB,2025-10-01T10:05:00Z,2025-10-01T10:06:25Z,0.46153521552256566,0.997609336280748,0.9975812108252273,3.338081481441284e-113,Grassland,Present,1.5,1.22569e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001159614,1.159613649,1,0.008171282,0.082058,288,2.77149786228439
22-165-GG,2025-10-01T10:01:39Z,2025-10-01T10:03:14Z,0.4692167142645886,0.9982820448821158,0.9982639611440328,3.76150990184984e-133,Grassland,Absent,2.75,2.2471e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001261755,1.26175468,1,0.008171282,0.082058,288,3.065806806369391
52-151-HB,2025-10-01T09:58:35Z,2025-10-01T10:00:00Z,0.21663211155725162,0.9904851933859168,0.9903732544845746,1.047080094315199e-87,Heathland,Present,4.75,3.88136e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.00142518,1.42518033,1,0.008171282,0.082058,288,1.5987812206736256
11-142-HH,2025-10-01T09:55:17Z,2025-10-01T09:56:52Z,0.1514578238914687,0.9858952003991144,0.9857467288243682,1.0230213532567592e-89,Heathland,Absent,3.5,2.85995e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001323039,1.323039299,1,0.008171282,0.082058,288,1.0376737797187945
20-177-GB,2025-10-01T09:50:55Z,2025-10-01T09:52:30Z,0.15553302902224045,0.9868738402484026,0.9867371094176568,3.829064244493496e-92,Grassland,Present,3.75,3.06423e-4,9.14469e-4,0.003,3.12,2.2054e-5,5.21504e-7,100,0.001343468,1.343467505,1,0.008171282,0.082058,288,1.0820471419451985
