Date,Time,[CH4]_ppm,[CH4]_ppm_sd,[H2O]_ppm,[H2O]_ppm_sd,[CO2]_ppm,[CO2]_ppm_sd,[CH4]d_ppm,[CH4]d_ppm_sd,[CO2]d_ppm,[CO2]d_ppm_sd,GasP_torr,GasP_torr_sd,GasT_C,GasT_C_sd,AmbT_C,AmbT_C_sd,RD0_us,RD0_us_sd,RD1_us,RD1_us_sd,Fit_Flag,MIU_VALVE,M,IU_DESC
03/10/2025,"09:38:13.540,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:14.517,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.06E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:15.493,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:16.470,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:17.449,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:18.425,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:19.402,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:20.379,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:21.355,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:22.334,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:23.310,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:24.287,",2.16E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:25.264,",2.16E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:26.240,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:27.218,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:28.195,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:29.171,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:30.149,",2.16E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:31.124,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:32.101,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:33.077,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:34.054,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:35.033,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:36.010,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:36.986,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:37.963,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:38.940,",2.16E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:39.916,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:40.894,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:41.872,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:42.848,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:43.824,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:44.800,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:45.777,",2.15E+00,0.00E+00,1.26E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:46.756,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:47.733,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:48.709,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:49.686,",2.16E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:50.663,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:51.639,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:52.617,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,6.98E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:53.594,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:54.571,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:55.548,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:56.524,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.07E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:57.501,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:58.479,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:38:59.455,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:00.433,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:01.408,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:02.386,",2.16E+00,0.00E+00,1.26E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:03.363,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:04.338,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:05.316,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:06.294,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:07.269,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:08.246,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:09.225,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:10.201,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:11.178,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:12.155,",2.15E+00,0.00E+00,1.25E+04,0.00E+00,6.99E+02,0.00E+00,2.18E+00,0.00E+00,7.08E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:13.131,",2.15E+00,0.00E+00,1.24E+04,0.00E+00,7.00E+02,0.00E+00,2.18E+00,0.00E+00,7.09E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:14.109,",2.16E+00,0.00E+00,1.25E+04,0.00E+00,7.02E+02,0.00E+00,2.18E+00,0.00E+00,7.10E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:15.086,",2.16E+00,0.00E+00,1.25E+04,0.00E+00,7.02E+02,0.00E+00,2.18E+00,0.00E+00,7.11E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:16.062,",2.16E+00,0.00E+00,1.24E+04,0.00E+00,7.03E+02,0.00E+00,2.18E+00,0.00E+00,7.11E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:17.039,",2.16E+00,0.00E+00,1.25E+04,0.00E+00,7.02E+02,0.00E+00,2.19E+00,0.00E+00,7.11E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:18.017,",2.16E+00,0.00E+00,1.24E+04,0.00E+00,7.03E+02,0.00E+00,2.19E+00,0.00E+00,7.11E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.04E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
03/10/2025,"09:39:18.993,",2.16E+00,0.00E+00,1.24E+04,0.00E+00,7.03E+02,0.00E+00,2.19E+00,0.00E+00,7.12E+02,0.00E+00,1.41E+02,0.00E+00,1.93E+01,0.00E+00,2.08E+01,0.00E+00,1.03E+01,0.00E+00,1.13E+01,0.00E+00,3,0,1,meters
